job_title,job_description,location,experience_text,source,company,salary_text,salary_lpa,salary_source,exp_min,exp_max,exp_mid,exp_band,tier,text_for_nlp,skills_extracted,skill_count,salary_disclosed
Scala Developer / Big Data For Wipro HYD / BLR / Bhubaneswar,"scala developer, scala, bigdata, big data, java, spark, aws, hadoop","Bhubaneswar, Hyderabad/Secunderabad, Bangalore/Bengaluru",4-9,naukri_ds_india,EXCELVANA PVT. LTD,,18.51,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"scala developer / big data for wipro hyd / blr / bhubaneswar scala developer, scala, bigdata, big data, java, spark, aws, hadoop","['Java', 'Scala', 'Spark', 'AWS']",4,
Systems Integration Senior Analyst,"it skills, python, machine learning, cloud, devops, big data, azure, data analysis",Bangalore/Bengaluru,3-6,naukri_ds_india,NTT DATA,,11.36,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"systems integration senior analyst it skills, python, machine learning, cloud, devops, big data, azure, data analysis","['Azure', 'Machine Learning', 'Python', 'Spark']",4,
Senior Business Analyst - Analytics Consulting | Tiger Analytics |,"predictive modeling, business intelligence, python, analytics consulting, tableau, machine learning, powerbi, reporting","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-4,naukri_ds_india,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,,8.02,estimated,2,4,3.0,1-3 yrs (Junior),Consulting,"senior business analyst - analytics consulting | tiger analytics | predictive modeling, business intelligence, python, analytics consulting, tableau, machine learning, powerbi, reporting","['Tableau', 'Python', 'Machine Learning', 'Power BI']",4,
Senior Business Analyst,"analyst, business analyst, test strategy, business analytics, analytical, banking, data analytics, management",Bangalore/Bengaluru,2-5,naukri_ds_india,idfc first bank,,9.25,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"senior business analyst analyst, business analyst, test strategy, business analytics, analytical, banking, data analytics, management",[],0,
Senior Business Intelligence Analyst (Six Sigma Black Belt),"certified black belt, powerpoint, excel, sql, analytical, business intelligence reporting, black belt, six sigma","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",7-12,naukri_ds_india,RWS Moravia,,25.94,estimated,7,12,9.5,8+ yrs (Lead),Startup/Other,"senior business intelligence analyst (six sigma black belt) certified black belt, powerpoint, excel, sql, analytical, business intelligence reporting, black belt, six sigma","['SQL', 'Excel']",2,
"Senior Technical Analyst, Web Applications","c++, data modeling, xml, jsp, javascript, html, application development, information technology","New Delhi, Bangalore/Bengaluru",5-7,naukri_ds_india,Arrow Electronics,,17.88,estimated,5,7,6.0,5-8 yrs (Senior),Startup/Other,"senior technical analyst, web applications c++, data modeling, xml, jsp, javascript, html, application development, information technology","['Data Modeling', 'C++']",2,
Senior Analyst - Business Intelligence,"microstrategy, ms sql, data analysis, data modeling, javascript, html, http, teradata",Bangalore/Bengaluru,3-5,naukri_ds_india,Meredith Corporation,,10.75,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"senior analyst - business intelligence microstrategy, ms sql, data analysis, data modeling, javascript, html, http, teradata","['Data Modeling', 'SQL']",2,
Senior Analyst - Model Validation,"data science, communication skills, scala, hadoop, big data, model validation, spark, data analytics",Bangalore/Bengaluru,3-7,naukri_ds_india,Envestnet | Yodlee,,11.72,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"senior analyst - model validation data science, communication skills, scala, hadoop, big data, model validation, spark, data analytics","['Communication', 'Scala', 'Spark']",3,
Sr. IT Sourcing Business Analyst,"it sourcing, procurement, servicenow, supplier management, iqn, data analysis, it sourcing business analyst, external contractor sourcing",Bangalore/Bengaluru,7-10,naukri_ds_india,Shell,,22.35,estimated,7,10,8.5,8+ yrs (Lead),Startup/Other,"sr. it sourcing business analyst it sourcing, procurement, servicenow, supplier management, iqn, data analysis, it sourcing business analyst, external contractor sourcing",[],0,
Senior Pricing Analyst,"product management, excel, analytical, pricing strategy, packaging, data visualization, pricing analyst, stakeholder management",Bangalore/Bengaluru,3-5,naukri_ds_india,Clarivate,,9.14,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"senior pricing analyst product management, excel, analytical, pricing strategy, packaging, data visualization, pricing analyst, stakeholder management","['Data Visualization', 'Communication', 'Excel']",3,
Sr. Business Analyst (Sales Analytics) - Bangalore,"power bi, tableau, data analytics, sales analytics, business analysis, pivot table, microsoft power bi, excel",Bangalore/Bengaluru,5-10,naukri_ds_india,K12 Techno Services,,15.16,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"sr. business analyst (sales analytics) - bangalore power bi, tableau, data analytics, sales analytics, business analysis, pivot table, microsoft power bi, excel","['Tableau', 'Power BI', 'Excel']",3,
Field Tech Senior Analyst,"ticketing, media management, data management, senior analyst, project coordination, management, windows, vendor coordination",Bangalore/Bengaluru,2-4,naukri_ds_india,NTT DATA,,6.56,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"field tech senior analyst ticketing, media management, data management, senior analyst, project coordination, management, windows, vendor coordination",[],0,
Digital Solution Consultant Sr. Analyst,"apex programming, salesforce, rest, sql, salesforce com, soap apis, it skills, analyst",Bangalore/Bengaluru,3-5,naukri_ds_india,NTT DATA,,9.94,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"digital solution consultant sr. analyst apex programming, salesforce, rest, sql, salesforce com, soap apis, it skills, analyst","['SQL', 'Git', 'APIs']",3,
Senior Analyst,"analyst, digital analytics, operations research, adobe analytics, data modeling, marketing campaigns, data analytics, business intelligence",Bangalore/Bengaluru,4-6,naukri_ds_india,Hotstar,,10.36,estimated,4,6,5.0,3-5 yrs (Mid),Startup/Other,"senior analyst analyst, digital analytics, operations research, adobe analytics, data modeling, marketing campaigns, data analytics, business intelligence","['Data Modeling', 'Git']",2,
Analyst-Procure To Pay Processing,"procurement, consulting, calypso, market data, operations, it skills, cloud, analytical skills",Bangalore/Bengaluru,3-5,naukri_ds_india,Accenture,,10.94,estimated,3,5,4.0,3-5 yrs (Mid),Consulting,"analyst-procure to pay processing procurement, consulting, calypso, market data, operations, it skills, cloud, analytical skills",[],0,
Analyst-Order To Cash Processing,"master data management, billing, consulting, cash flow, operations, it skills, cloud, business administration",Bangalore/Bengaluru,3-5,naukri_ds_india,Accenture,,10.95,estimated,3,5,4.0,3-5 yrs (Mid),Consulting,"analyst-order to cash processing master data management, billing, consulting, cash flow, operations, it skills, cloud, business administration",[],0,
Total Rewards Analyst,"analytical, consulting, customer service, stakeholder management, operations, business process, payroll processing, data validation",Bangalore/Bengaluru,2-4,naukri_ds_india,Accenture,,7.18,estimated,2,4,3.0,1-3 yrs (Junior),Consulting,"total rewards analyst analytical, consulting, customer service, stakeholder management, operations, business process, payroll processing, data validation",['Communication'],1,
Functional Analyst,"analytics, credit risk management, python, modelling, model development, project management, data management and analysis, business optimization","Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",1-6,naukri_ds_india,HDFC Bank,,10.32,estimated,1,6,3.5,3-5 yrs (Mid),Startup/Other,"functional analyst analytics, credit risk management, python, modelling, model development, project management, data management and analysis, business optimization",['Python'],1,
Analyst - Business Development Services,"manager crm, transcription, time management, business plan development, data collection, fund administration, customer relationship, ms office","Mumbai, Pune, Bangalore/Bengaluru",0-1,naukri_ds_india,TresVista Financial,,3.8,estimated,0,1,0.5,0-1 yr (Fresher),Startup/Other,"analyst - business development services manager crm, transcription, time management, business plan development, data collection, fund administration, customer relationship, ms office",[],0,
Research Analyst - Business Development Services,"manager crm, transcription, time management, business plan development, data collection, fund administration, customer relationship, ms office","Mumbai, Pune, Bangalore/Bengaluru",0-1,naukri_ds_india,TresVista Financial,,3.64,estimated,0,1,0.5,0-1 yr (Fresher),Startup/Other,"research analyst - business development services manager crm, transcription, time management, business plan development, data collection, fund administration, customer relationship, ms office",[],0,
Business Analyst (BA)- KPMG Only Immediate Joiners,"brd, pmo management, frd, scrum, business analyst, it skills, software development, sap","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",2-6,naukri_ds_india,KPMG,,11.85,estimated,2,6,4.0,3-5 yrs (Mid),Consulting,"business analyst (ba)- kpmg only immediate joiners brd, pmo management, frd, scrum, business analyst, it skills, software development, sap",['Agile'],1,
Client Support Analyst,"product management, data analysis, analytical, healthcare, data quality, portfolio management, technical support, client management",Bangalore/Bengaluru,0-3,naukri_ds_india,Refinitiv,,5.49,estimated,0,3,1.5,1-3 yrs (Junior),Startup/Other,"client support analyst product management, data analysis, analytical, healthcare, data quality, portfolio management, technical support, client management",[],0,
"Campaign Measurement Optimization Analyst, 1","relationship management, career development, sas, formulation, finance, wellness, data mining, analytics",Bangalore/Bengaluru,0-2,naukri_ds_india,AllianceData,,4.32,estimated,0,2,1.0,0-1 yr (Fresher),Startup/Other,"campaign measurement optimization analyst, 1 relationship management, career development, sas, formulation, finance, wellness, data mining, analytics",['SAS'],1,
Exploration and Production (E&P) Analyst,"team management, data research, business analysis, financial analysis, npv, analytical, trend analysis, business intelligence",Bangalore/Bengaluru,0-2,naukri_ds_india,RYSTAD ENERGY INDIA PRIVATE LIMITED,,4.39,estimated,0,2,1.0,0-1 yr (Fresher),Startup/Other,"exploration and production (e&p) analyst team management, data research, business analysis, financial analysis, npv, analytical, trend analysis, business intelligence",[],0,
Openlink Endur Functional Business Analyst,"analytical, consulting, agile, endur, project delivery, requirements gathering, waterfall, functional analysis",Bangalore/Bengaluru,6-8,naukri_ds_india,Accenture,,16.47,estimated,6,8,7.0,5-8 yrs (Senior),Consulting,"openlink endur functional business analyst analytical, consulting, agile, endur, project delivery, requirements gathering, waterfall, functional analysis",['Agile'],1,
Openlink Endur Functional Business Analyst,"analytical, consulting, agile, endur, project delivery, automation testing, data modeling, functional analysis",Bangalore/Bengaluru,6-8,naukri_ds_india,Accenture,,14.2,estimated,6,8,7.0,5-8 yrs (Senior),Consulting,"openlink endur functional business analyst analytical, consulting, agile, endur, project delivery, automation testing, data modeling, functional analysis","['Data Modeling', 'Agile']",2,
Contributor Business Analyst,"unix, operations management, data validation, linux, coding, issue resolution, windows, dbms",Bangalore/Bengaluru,2-5,naukri_ds_india,CAE Inc.,,9.77,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"contributor business analyst unix, operations management, data validation, linux, coding, issue resolution, windows, dbms",[],0,
Business Analyst,"data validation, data management, production support, business analyst, agile scrum, reconciliation, power bi, big data",Bangalore/Bengaluru,2-5,naukri_ds_india,Cargill,,10.86,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"business analyst data validation, data management, production support, business analyst, agile scrum, reconciliation, power bi, big data","['Power BI', 'Spark', 'Agile']",3,
Business Analyst,"sql queries, business analyst, business data analyst, business intelligence analyst, agile, manager technology, data analytics, analyst ii",Bangalore/Bengaluru,2-5,naukri_ds_india,Cargill,,9.7,estimated,2,5,3.5,3-5 yrs (Mid),Startup/Other,"business analyst sql queries, business analyst, business data analyst, business intelligence analyst, agile, manager technology, data analytics, analyst ii","['SQL', 'Agile']",2,
Business Analyst,"system architecture, data modeling, cognos, business strategy, sql, it skills, testing, mainframe",Bangalore/Bengaluru,1-4,naukri_ds_india,IBM,,6.33,estimated,1,4,2.5,1-3 yrs (Junior),MNC/IT Services,"business analyst system architecture, data modeling, cognos, business strategy, sql, it skills, testing, mainframe","['Data Modeling', 'SQL']",2,
Business Analyst,"data analysis, linux, customer interfacing, html, business operations, business process, analytical",Bangalore/Bengaluru,1-4,naukri_ds_india,IBM,,6.91,estimated,1,4,2.5,1-3 yrs (Junior),MNC/IT Services,"business analyst data analysis, linux, customer interfacing, html, business operations, business process, analytical",[],0,
Business Analyst Capital/Investment,"relationship management, data analysis, collateral management, business analysis, investment banking, project delivery, stakeholder management, ms office",Bangalore/Bengaluru,0-5,naukri_ds_india,TekFortune Inc.,,6.82,estimated,0,5,2.5,1-3 yrs (Junior),Startup/Other,"business analyst capital/investment relationship management, data analysis, collateral management, business analysis, investment banking, project delivery, stakeholder management, ms office","['Communication', 'APIs']",2,
Business Analyst,"automation, data management, data quality, business intelligence, sql, it skills, python, cloud",Bangalore/Bengaluru,3-7,naukri_ds_india,IBM,,9.62,estimated,3,7,5.0,3-5 yrs (Mid),MNC/IT Services,"business analyst automation, data management, data quality, business intelligence, sql, it skills, python, cloud","['SQL', 'Python']",2,
Business Analyst ( Duco ),"business process, data analysis, tlm, reconciliation, product control, investment banking, asset management, financial services",Bangalore/Bengaluru,4-7,naukri_ds_india,Capco,,13.08,estimated,4,7,5.5,5-8 yrs (Senior),Startup/Other,"business analyst ( duco ) business process, data analysis, tlm, reconciliation, product control, investment banking, asset management, financial services",[],0,
Senior AI Scientist,"algorithm development, artificial intelligence, natural language processing, hadoop, big data, machine learning, modeling, pytorch",Bangalore/Bengaluru,2-7,naukri_ds_india,MI 10 HUMAN RESOURCES,,11.72,estimated,2,7,4.5,3-5 yrs (Mid),Startup/Other,"senior ai scientist algorithm development, artificial intelligence, natural language processing, hadoop, big data, machine learning, modeling, pytorch","['Machine Learning', 'NLP', 'Spark']",3,
Associate Staffing Analyst,"erp, ms data management, succession planning, hr head, mis, reports, talent management, human resources","Bengaluru, Bengaluru / Bangalore",0-1,naukri_ds_india,Client of PEOPLELOGIC BUSINESS SOLUTIONS,,3.94,estimated,0,1,0.5,0-1 yr (Fresher),Startup/Other,"associate staffing analyst erp, ms data management, succession planning, hr head, mis, reports, talent management, human resources",[],0,
Associate Portfolio Analyst,"operational excellence, project management, process improvement, analytical, business planning, data quality, project delivery, portfolio management",Bangalore/Bengaluru,2-4,naukri_ds_india,Cargill,,6.74,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"associate portfolio analyst operational excellence, project management, process improvement, analytical, business planning, data quality, project delivery, portfolio management",['Excel'],1,
Associate Service Management Analyst,"data analysis, application support, data validation, business analysis, analytical, configuration management, trend analysis, it operations",Bangalore/Bengaluru,3-5,naukri_ds_india,Cargill,,9.66,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"associate service management analyst data analysis, application support, data validation, business analysis, analytical, configuration management, trend analysis, it operations",[],0,
Sr Software Engineer - Backend,"customer acquisition, backend, coding, customer retention, application software, distribution system, analytics, monitoring",Bangalore/Bengaluru,6-11,naukri_ds_india,Uber,,28.52,estimated,6,11,8.5,8+ yrs (Lead),Product,"sr software engineer - backend customer acquisition, backend, coding, customer retention, application software, distribution system, analytics, monitoring",[],0,
Senior Software Engineer - L5A -Backend,"customer acquisition, project development, backend, design architect, customer retention, application software, service quality, analytics",Bangalore/Bengaluru,8-12,naukri_ds_india,Uber,,31.37,estimated,8,12,10.0,8+ yrs (Lead),Product,"senior software engineer - l5a -backend customer acquisition, project development, backend, design architect, customer retention, application software, service quality, analytics",[],0,
Urgent Opening_GCP Data Engineer_PAN India,"bigquery, data fusion, gcp, data integration patterns, teradata, agile, data flow, oracle","Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9,naukri_ds_india,Arminus Software Pvt. Ltd.,,17.08,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"urgent opening_gcp data engineer_pan india bigquery, data fusion, gcp, data integration patterns, teradata, agile, data flow, oracle","['GCP', 'ETL', 'SQL', 'Agile']",4,
"Data Science - Immediate Joiner - Pune, Noida, Gurugram, Bangalore","deep learning, linux, opencv, python, scikit, ocr, keras, pandas","Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",4-8,naukri_ds_india,Mount Talent Consulting Private Limited,,17.09,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"data science - immediate joiner - pune, noida, gurugram, bangalore deep learning, linux, opencv, python, scikit, ocr, keras, pandas","['TensorFlow', 'Machine Learning', 'Pandas', 'Python']",4,
"Data Science - Immediate Joiner - Pune, Noida, Gurugram, Bangalore","deep learning, ocr, opencv, python, pandas, keras, tensorflow, scikit","Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",4-8,naukri_ds_india,Mount Talent Consulting Private Limited,,16.93,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"data science - immediate joiner - pune, noida, gurugram, bangalore deep learning, ocr, opencv, python, pandas, keras, tensorflow, scikit","['TensorFlow', 'Machine Learning', 'Pandas', 'Python']",4,
"Data Science - Immediate Joiner - Pune, Noida, Gurugram, Bangalore","artificial intelligence, machine learning, python, sql server, nlp, natural language processing, neural networks","Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",4-8,naukri_ds_india,Mount Talent Consulting Private Limited,,16.97,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"data science - immediate joiner - pune, noida, gurugram, bangalore artificial intelligence, machine learning, python, sql server, nlp, natural language processing, neural networks","['NLP', 'Machine Learning', 'SQL', 'Python']",4,
Data Scientist_Life Sciences,"python, machine learning, clinical trials, pharma, data scientist, matlab, deep learning, healthcare","Bhubaneswar, Chandigarh, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",5-10,naukri_ds_india,Edge Executive Search Pvt. Ltd.,,17.82,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"data scientist_life sciences python, machine learning, clinical trials, pharma, data scientist, matlab, deep learning, healthcare","['Machine Learning', 'MATLAB', 'Python']",3,
ADF(Azure Data Factory) developer,"azure data factory, orchestration, azure, adf, data engineering, sql","Noida, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",6-11,naukri_ds_india,ACZ Global Private Limited,,22.4,estimated,6,11,8.5,8+ yrs (Lead),Startup/Other,"adf(azure data factory) developer azure data factory, orchestration, azure, adf, data engineering, sql","['SQL', 'Azure']",2,
Data Science and AI,"image processing, matlab, deep learning, python, data science, computer vision, machine learning, video processing",Bangalore/Bengaluru,3-7,naukri_ds_india,Select Source International Private Limited,,10.96,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"data science and ai image processing, matlab, deep learning, python, data science, computer vision, machine learning, video processing","['Machine Learning', 'MATLAB', 'Python']",3,
Data Architect,"gcp, cloud, cloud data fusion, java, metadata management, nosql, dataproc, azure","Noida, Pune, Chennai, Coimbatore, Bangalore/Bengaluru",10-20,naukri_ds_india,Talent Corner HR Services Pvt Ltd,,24.08,estimated,10,20,15.0,8+ yrs (Lead),Startup/Other,"data architect gcp, cloud, cloud data fusion, java, metadata management, nosql, dataproc, azure","['GCP', 'NoSQL', 'Java', 'Azure', 'SQL']",5,
"Big Data (Scala,Spark,Cloud)","cloud, scala, big data, spark, hdfs, tableau, verbal, mariadb","Pune, Bangalore/Bengaluru, Delhi / NCR",4-8,naukri_ds_india,MAVEN HR SOLUTIONS PRIVATE LIMITED,,16.4,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"big data (scala,spark,cloud) cloud, scala, big data, spark, hdfs, tableau, verbal, mariadb","['Tableau', 'Scala', 'Spark']",3,
Manager - Data Science,"it skills, python, data science, machine learning, r, ms sql, nosql, decision sciences","Kochi/Cochin, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",9-12,naukri_ds_india,ACZ Global Private Limited,,21.68,estimated,9,12,10.5,8+ yrs (Lead),Startup/Other,"manager - data science it skills, python, data science, machine learning, r, ms sql, nosql, decision sciences","['Machine Learning', 'NoSQL', 'R', 'SQL', 'Python']",5,
Manager - Data Science,"data science, r, ms sql, nosql, decision sciences, spark, machine learning, statistics","Kochi/Cochin, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",9-12,naukri_ds_india,ACZ Global Private Limited,,26.02,estimated,9,12,10.5,8+ yrs (Lead),Startup/Other,"manager - data science data science, r, ms sql, nosql, decision sciences, spark, machine learning, statistics","['Machine Learning', 'NoSQL', 'Spark', 'Statistics', 'R', 'SQL']",6,
Data Science,"python, databricks stack, bigquery, dbt, jupyter, sql queries, tableu, communication",Bangalore/Bengaluru,3-5,naukri_ds_india,Nikharv Consultancy,,11.79,estimated,3,5,4.0,3-5 yrs (Mid),Startup/Other,"data science python, databricks stack, bigquery, dbt, jupyter, sql queries, tableu, communication","['Communication', 'dbt', 'SQL', 'Python', 'Databricks']",5,
Big Data with Investment Bank,"rabbitmq, java, algorithms, dropwizard, design patterns, data structures, kafka, data engineer","Mumbai, Bangalore/Bengaluru",5-10,naukri_ds_india,SKILLVENTORY,,17.35,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"big data with investment bank rabbitmq, java, algorithms, dropwizard, design patterns, data structures, kafka, data engineer","['Kafka', 'Java', 'Spark']",3,
AVP Data Analytics - Marketing Campaign,"data analytics, sas, campaign analytics, customer analytics, python, sql, marketing",Bangalore/Bengaluru,6-8,naukri_ds_india,Credence HR Services,,19.05,estimated,6,8,7.0,5-8 yrs (Senior),Product,"avp data analytics - marketing campaign data analytics, sas, campaign analytics, customer analytics, python, sql, marketing","['SAS', 'SQL', 'Python']",3,
Manager DATA Science,"data science, communication, machine learning, written communication, git, java, learning, verbal",Bangalore/Bengaluru,11-15,naukri_ds_india,Ally - eXecutive.com,,25.91,estimated,11,15,13.0,8+ yrs (Lead),Startup/Other,"manager data science data science, communication, machine learning, written communication, git, java, learning, verbal","['Machine Learning', 'Communication', 'Git', 'Java']",4,
Data Architect,"it skills, cloud, devops, big data, integration, open source, etc, sql db",Bangalore/Bengaluru,8-13,naukri_ds_india,Orcapod Consulting Services Private Limited,,23.0,estimated,8,13,10.5,8+ yrs (Lead),Startup/Other,"data architect it skills, cloud, devops, big data, integration, open source, etc, sql db","['SQL', 'Spark']",2,
DATA ENG GCP/TECH M,"hive, data lake, github, oracle teradata, cloud dataflow, cloud big query, apache beam, big table","Mumbai, Hyderabad/Secunderabad, Navi Mumbai, Pune, Chennai, Bangalore/Bengaluru",7-10,naukri_ds_india,Optico Solutions Pvt. Ltd.,,26.82,estimated,7,10,8.5,8+ yrs (Lead),Startup/Other,"data eng gcp/tech m hive, data lake, github, oracle teradata, cloud dataflow, cloud big query, apache beam, big table","['GCP', 'SQL', 'Git']",3,
Solution Data Architect,"data quality, data modeling, hiring, quality standards, quality improvement, data architecture","Pune, Bangalore/Bengaluru",12-17,naukri_ds_india,Lineup technology Services Pvt Ltd,,20.26,estimated,12,17,14.5,8+ yrs (Lead),Startup/Other,"solution data architect data quality, data modeling, hiring, quality standards, quality improvement, data architecture",['Data Modeling'],1,
Data Architect - Machine Learning - 6+ Years,"data pipeline, machine learning, python, it skills, cloud, devops, data engineer, sql","Kolkata, Bangalore/Bengaluru, Mumbai (All Areas)",6-8,naukri_ds_india,CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,,17.67,estimated,6,8,7.0,5-8 yrs (Senior),Startup/Other,"data architect - machine learning - 6+ years data pipeline, machine learning, python, it skills, cloud, devops, data engineer, sql","['Airflow', 'SQL', 'Python', 'Machine Learning']",4,
Deputy Manager Data Science,"tensorflow, big data, tableau, power bi, spark, quick sight, qlik sense, sql",Bangalore/Bengaluru,8-12,naukri_ds_india,FUTURES AND CAREERS,,26.1,estimated,8,12,10.0,8+ yrs (Lead),Startup/Other,"deputy manager data science tensorflow, big data, tableau, power bi, spark, quick sight, qlik sense, sql","['SQL', 'Spark', 'Tableau', 'TensorFlow', 'Power BI']",5,
data science(R),"it skills, data science, machine learning, big data",Bangalore/Bengaluru,4-9,naukri_ds_india,FUTURES AND CAREERS,,16.2,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"data science(r) it skills, data science, machine learning, big data","['Machine Learning', 'Spark', 'R']",3,
Dev Data with Investment Bank,"data science, investment banking, design development, commercial real estate, system software, artificial intelligence, technical skills, strategic initiatives",Bangalore/Bengaluru,11-16,naukri_ds_india,SKILLVENTORY,,22.85,estimated,11,16,13.5,8+ yrs (Lead),Startup/Other,"dev data with investment bank data science, investment banking, design development, commercial real estate, system software, artificial intelligence, technical skills, strategic initiatives",[],0,
Data Science,"ml, r, statistical modeling, python, communication, it skills, data science, machine learning",Bangalore/Bengaluru,5-9,naukri_ds_india,CHANGE LEADERS CONSULTING,,18.34,estimated,5,9,7.0,5-8 yrs (Senior),Startup/Other,"data science ml, r, statistical modeling, python, communication, it skills, data science, machine learning","['Machine Learning', 'Communication', 'Statistics', 'R', 'Python']",5,
Hiring For Data Scientist_ Bangalore,"data science, python, artificial intelligence, machine learning, deep learning, tensorflow, pytorch, keras",Bangalore/Bengaluru,4-8,naukri_ds_india,UprightHC Solutions Private Limited,,14.49,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"hiring for data scientist_ bangalore data science, python, artificial intelligence, machine learning, deep learning, tensorflow, pytorch, keras","['Machine Learning', 'TensorFlow', 'Python']",3,
Head Data Science,"data science, artificial intelligence, machine learning, it skills, python, software development, tableau, azure",Bangalore/Bengaluru,15-20,naukri_ds_india,Search Advisers Services ( GUJ ) Pvt. Ltd.,,25.79,estimated,15,20,17.5,8+ yrs (Lead),Startup/Other,"head data science data science, artificial intelligence, machine learning, it skills, python, software development, tableau, azure","['Azure', 'Tableau', 'Python', 'Machine Learning']",4,
Head Data Science,"data science, artificial intelligence, machine learning, it skills, python, software development, cloud, aws",Bangalore/Bengaluru,15-20,naukri_ds_india,Search Advisers Services ( GUJ ) Pvt. Ltd.,,19.95,estimated,15,20,17.5,8+ yrs (Lead),Startup/Other,"head data science data science, artificial intelligence, machine learning, it skills, python, software development, cloud, aws","['Machine Learning', 'Python', 'AWS']",3,
Data Engineer_ Azure,"pyspark, azure, python, sql server, data modelling, data mart strategy, azure data bricks, oracle","Pune, Chennai, Bangalore/Bengaluru",3-7,naukri_ds_india,C P CAREERS PRIVATE LIMITED,,10.72,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"data engineer_ azure pyspark, azure, python, sql server, data modelling, data mart strategy, azure data bricks, oracle","['Spark', 'Azure', 'Data Modeling', 'SQL', 'Python']",5,
Data Engineer_Scala,"scala, hadoop, big data, spark","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-7,naukri_ds_india,C P CAREERS PRIVATE LIMITED,,12.64,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"data engineer_scala scala, hadoop, big data, spark","['Scala', 'Spark']",2,
Data Developer with Investment Bank,"unix, relational databases, data engineer, tableau, data modeling, qlikview, performance tuning, data governance",Bangalore/Bengaluru,4-8,naukri_ds_india,SKILLVENTORY,,15.5,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"data developer with investment bank unix, relational databases, data engineer, tableau, data modeling, qlikview, performance tuning, data governance","['Data Modeling', 'Tableau']",2,
"Urgent Requirement For Big Data ,Python,Spark For Big4 Company","python, spark, hadoop, kafka, apache spark, hdfs, azure, snaplogic",Bangalore/Bengaluru,3-8,naukri_ds_india,Orcapod Consulting Services Private Limited,,15.84,estimated,3,8,5.5,5-8 yrs (Senior),Startup/Other,"urgent requirement for big data ,python,spark for big4 company python, spark, hadoop, kafka, apache spark, hdfs, azure, snaplogic","['Azure', 'Kafka', 'Python', 'Spark']",4,
Principal - Data Architect,"scala, spark, azure data base, python, it skills, big data, azure, application development",Bangalore/Bengaluru,8-13,naukri_ds_india,KARYA CONSULTANTS PRIVATE LIMITED,,24.68,estimated,8,13,10.5,8+ yrs (Lead),Startup/Other,"principal - data architect scala, spark, azure data base, python, it skills, big data, azure, application development","['Azure', 'Scala', 'Python', 'Spark']",4,
SAP Data Migration - Techno Functional Consultant,"techno functional, data migration, it skills, sap, data designer",Bangalore/Bengaluru,6-9,naukri_ds_india,ECOSYLANTECH SOLUTIONS PRIVATE LIMITED,,17.48,estimated,6,9,7.5,5-8 yrs (Senior),Startup/Other,"sap data migration - techno functional consultant techno functional, data migration, it skills, sap, data designer",[],0,
